id,filepath,label,split
benign_0090,benign_eml/benign_0090.eml,benign,test
benign_0091,benign_eml/benign_0091.eml,benign,test
benign_0092,benign_eml/benign_0092.eml,benign,test
benign_0093,benign_eml/benign_0093.eml,benign,test
benign_0094,benign_eml/benign_0094.eml,benign,test
benign_0095,benign_eml/benign_0095.eml,benign,test
benign_0096,benign_eml/benign_0096.eml,benign,test
benign_0097,benign_eml/benign_0097.eml,benign,test
benign_0098,benign_eml/benign_0098.eml,benign,test
benign_0099,benign_eml/benign_0099.eml,benign,test
benign_0100,benign_eml/benign_0100.eml,benign,test
benign_0101,benign_eml/benign_0101.eml,benign,test
benign_0102,benign_eml/benign_0102.eml,benign,test
benign_0103,benign_eml/benign_0103.eml,benign,test
benign_0104,benign_eml/benign_0104.eml,benign,test
benign_0105,benign_eml/benign_0105.eml,benign,test
benign_0106,benign_eml/benign_0106.eml,benign,test
benign_0107,benign_eml/benign_0107.eml,benign,test
benign_0108,benign_eml/benign_0108.eml,benign,test
benign_0109,benign_eml/benign_0109.eml,benign,test
benign_0110,benign_eml/benign_0110.eml,benign,test
benign_0111,benign_eml/benign_0111.eml,benign,test
benign_0112,benign_eml/benign_0112.eml,benign,test
benign_0113,benign_eml/benign_0113.eml,benign,test
benign_0114,benign_eml/benign_0114.eml,benign,test
benign_0115,benign_eml/benign_0115.eml,benign,test
benign_0116,benign_eml/benign_0116.eml,benign,test
benign_0117,benign_eml/benign_0117.eml,benign,test
benign_0118,benign_eml/benign_0118.eml,benign,test
benign_0119,benign_eml/benign_0119.eml,benign,test
benign_0120,benign_eml/benign_0120.eml,benign,test
benign_0121,benign_eml/benign_0121.eml,benign,test
benign_0122,benign_eml/benign_0122.eml,benign,test
benign_0123,benign_eml/benign_0123.eml,benign,test
benign_0124,benign_eml/benign_0124.eml,benign,test
benign_0125,benign_eml/benign_0125.eml,benign,test
benign_0126,benign_eml/benign_0126.eml,benign,test
benign_0127,benign_eml/benign_0127.eml,benign,test
benign_0128,benign_eml/benign_0128.eml,benign,test
benign_0129,benign_eml/benign_0129.eml,benign,test
benign_0130,benign_eml/benign_0130.eml,benign,test
benign_0131,benign_eml/benign_0131.eml,benign,test
benign_0132,benign_eml/benign_0132.eml,benign,test
benign_0133,benign_eml/benign_0133.eml,benign,test
benign_0134,benign_eml/benign_0134.eml,benign,test
benign_0135,benign_eml/benign_0135.eml,benign,test
benign_0136,benign_eml/benign_0136.eml,benign,test
benign_0137,benign_eml/benign_0137.eml,benign,test
benign_0138,benign_eml/benign_0138.eml,benign,test
benign_0139,benign_eml/benign_0139.eml,benign,test
benign_0140,benign_eml/benign_0140.eml,benign,test
benign_0141,benign_eml/benign_0141.eml,benign,test
benign_0142,benign_eml/benign_0142.eml,benign,test
benign_0143,benign_eml/benign_0143.eml,benign,test
benign_0144,benign_eml/benign_0144.eml,benign,test
benign_0145,benign_eml/benign_0145.eml,benign,test
benign_0146,benign_eml/benign_0146.eml,benign,test
benign_0147,benign_eml/benign_0147.eml,benign,test
benign_0148,benign_eml/benign_0148.eml,benign,test
benign_0149,benign_eml/benign_0149.eml,benign,test
